RESAMPLE_RULE,SEQ_LEN,HORIZON,MAE,RMSE,MAPE
h,24,1,26.42928649520804,40.26388905039721,6.991184184878997
RESAMPLE_RULE,SEQ_LEN,HORIZON,MAE,RMSE,MAPE
d,7,1,839.5535271465311,1079.2918793311385,8.79100410332764
