date,consumo,temperature_2m,relative_humidity_2m,precipitation,rain,weather_code,surface_pressure,wind_speed_10m
2022-09-22 17:00:00+01:00,535.92,30.432499,37.7804,0.0,0.0,0.0,1005.30023,31.435646
2022-09-22 18:00:00+01:00,562.23,28.932499,42.813763,0.0,0.0,2.0,1005.6553,31.259941
2022-09-22 19:00:00+01:00,638.6,27.1325,49.734196,0.0,0.0,3.0,1005.8034,30.918108
2022-09-22 20:00:00+01:00,644.91,24.9825,59.62485,0.0,0.0,3.0,1006.23834,30.282827
2022-09-22 21:00:00+01:00,633.53,23.8825,67.84617,0.0,0.0,3.0,1007.0991,28.220419
2022-09-22 22:00:00+01:00,597.85,22.7325,76.47622,0.0,0.0,3.0,1007.8588,26.865265
2022-09-22 23:00:00+01:00,558.5,22.182499,82.61251,0.0,0.0,3.0,1007.7439,26.576681
2022-09-23 00:00:00+01:00,506.67,21.7325,84.12079,0.0,0.0,3.0,1007.43317,26.486313
2022-09-23 01:00:00+01:00,441.25,21.2325,87.55085,0.0,0.0,3.0,1007.1211,25.488914
2022-09-23 02:00:00+01:00,401.57,21.2825,87.555275,0.0,0.0,3.0,1006.92444,24.774696
2022-09-23 03:00:00+01:00,399.56,21.1325,88.0897,0.0,0.0,3.0,1006.2261,27.959743
2022-09-23 04:00:00+01:00,401.59000000000003,20.932499,89.45697,0.0,0.0,3.0,1005.7243,31.65135
2022-09-23 05:00:00+01:00,409.91999999999996,20.682499,89.438,0.0,0.0,3.0,1005.51874,30.385365
2022-09-23 06:00:00+01:00,395.0,20.2325,91.66917,0.0,0.0,1.0,1005.6047,25.076267
2022-09-23 07:00:00+01:00,257.39,20.0325,91.37069,0.0,0.0,2.0,1006.0943,22.66857
2022-09-23 08:00:00+01:00,235.79000000000002,19.932499,90.79376,0.0,0.0,3.0,1006.58716,18.35647
2022-09-23 09:00:00+01:00,247.12,21.082499,83.522995,0.0,0.0,3.0,1007.4141,21.252197
2022-09-23 10:00:00+01:00,279.9,22.5325,76.68534,0.0,0.0,3.0,1008.1506,20.592503
